recordID,Resource Assignment,Edit_ResourceDetails,R1,R2,R3,R4,Assignments_T1,Assignments_T2,Assignments_T3,ImageFORMULA,Shared_RollUp_Rotation 1,Shared_RollUp_Rotation 2,Shared_RollUp_Rotation 3,Shared_RollUp_Rotation 4,Resource_Key,Sort_ID,Grade_Filter,Resource_Information_Text,Scope,Link 1 url,Link 2 url,Link 1 text,Link 2 text,Edit_ResourceAssignmentsURL(R1),Edit_ResourceAssignmentsURL(R2),Edit_ResourceAssignmentsURL(R3),Edit_ResourceAssignmentsURL(R4)
recZ9E0yhOWHvYXyv,001.001.003*Alveary Chemistry Lab Book->Chemistry Labs,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recwCXT5N9KCDloNi,R1,R2,R3,R4,Alveary Chemistry Lab Book (Full Term - Experiments 1-6),Alveary Chemistry Lab Book (Full Term - Experiments 7-12),Alveary Chemistry Lab Book (Full Term - Experiments 13-19),,,,,,001.001.003,016.009.002.003.001.003,"G9, G10, G11, G12,","Alveary Chemistry Lab Book by Alveary ✓SAVE ✓PRINT
Alternate Formats: Ebook

➜ RATIONALE: This document contains all of the instructions, procedures, and guidance needed to complete the laboratory component of High School Chemistry.

NOTE: Relevant supplies from the Grade 9 list are further detailed in the Table of Contents for the Lab Book. It is recommended that supplies are obtained either for the year or by term. ","Term 1
Term 2
Term 3",https://marketplace.mimeo.com/alveary-member-2526/product/6618f7c96edf4903be0bb3f0232b32e0,https://drive.google.com/file/d/1MP1lltAttq5ZJ-evJlK4dVjx5kH0bT-e/view?usp=sharing,Option 1,Free,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/rectk6VTZILV9J51p?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/rechhPCTMCqWmtHv1?home=pag8nmiUVfXJRZFLW,
recuXQGPZy01UDrEx,001.001.001*General Biology->Biology Lessons,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec4VSyVW8dFV40Ww,R1,R2,R3,R4,General Biology (Full Term - Ch.1-5),General Biology (Full Term - Ch.6-9),General Biology (Full Term - Ch.10-12),,,,,,001.001.001,016.010.002.001.001.001,"G10, G11, G12,","General Biology by Heather Ayala and Katherine Rogstad
ISBN/ASIN 978-1732638433 
Alternate Formats: Ebook

➜ RATIONALE: In a conversational tone and with reverence, the authors of this general biology text clearly guide students from the molecules of biology to the complexities of the human body and evolution.

NOTE: The publisher has announced that a new edition of this text will be coming later this year.  Lesson plans will be based on the first edition, so we recommend obtaining this text now.","Term 1
Term 2
Term 3",https://classicalacademicpress.com/products/general-biology,https://www.christianbook.com/Christian/Books/product?event=AFF&amp;p=1226126&amp;item_no=638449,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recYqcnqpa5BmYj8i?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recLbje4VqybSpi0f?home=pag8nmiUVfXJRZFLW,
recqI6nTrFpd1Hwwi,001.001.002*The Biology Coloring Book->Biology Lessons,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recmN7LMD6XOgHxwB,R1,R2,R3,R4,The Biology Coloring Book (Selections),The Biology Coloring Book (Selections),The Biology Coloring Book (Selections),,,,,,001.001.002,016.010.002.001.001.002,"G10, G11, G12,","The Biology Coloring Book by Robert D. Griffin
ISBN/ASIN 978-0064603072 

➜ RATIONALE: In The Biology Coloring Book, students learn about the basic processes of life and the interactions of living things within their environment.  

➜ May sub Teachers may substitute any games or activities on the topics covered in the General Biology text.","Term 1 (Selections)
Term 2 (Selections)
Term 3 (Selections)",https://www.christianbook.com/biology-coloring-book-robert-griffin/9780064603072/pd/0109014,https://www.amazon.com/gp/product/0064603075/ref=ppx_yo_dt_b_search_asin_title?ie=UTF8&psc=1,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recYqcnqpa5BmYj8i?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recLbje4VqybSpi0f?home=pag8nmiUVfXJRZFLW,
recFfGeVJUE5REaaO,003.001.004*The Fool and the Heretic->Biology Lessons,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec2F5P6iQGTUOYrX,R1,R2,R3,,,,The Fool and the Heretic (Partial Term),,,,,,003.001.004,016.010.002.001.003.004,"G10, G11, G12,","The Fool and the Heretic by Todd Wood & Darrel Falk
ISBN/ASIN 978-0310595434 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: Two scientists with differing perspectives dialog respectfully about creation and evolution.  This is an excellent choice for students in contexts that perceive faith and science to threaten each other, as well as those interested in learning to have healthy discussion with those of differing viewpoints.

NOTE: Choose this OR The Spirit of the Rainforest.

Available on Kindle with enhanced typesetting and Audible.
➜ May sub another selection from the Alveary Bookshelf.",Term 3 (Partial Term),https://smile.amazon.com/Fool-Heretic-Scientists-Christian-Evolution/dp/0310595436/,https://zondervanacademic.com/products/the-fool-and-the-heretic,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recYqcnqpa5BmYj8i?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recLc2p8ifKPWp7ZC?home=pag8nmiUVfXJRZFLW,
recpOUjRdBDQ0atIT,003.003.005*The Spirit of the Rainforest->Biology Lessons,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recqO478sMp9OEGwW,,,R3,,,,The Spirit of the Rainforest (Partial Term),,,,,,003.003.005,016.010.002.001.003.005,"G10, G11, G12,","The Spirit of the Rainforest by Dr. Rosa Vasquez Espinoza
ISBN/ASIN 978-1856755566 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: A leading scientist explores the synergy between indigenous knowledge and classical science in this courageous and deeply spiritual adventure.  This is an excellent choice for students who are secure in the harmony between faith and science and would benefit from a living example in their modern world, as well as those interested in indigenous voices.

NOTE: Choose this OR The Fool and the Heretic.

Available on Kindle with enhanced typesetting and Audible.
➜ May sub another selection from the Alveary Bookshelf.",Term 3 (Partial Term),https://a.co/d/6JZiwJe,https://bookshop.org/a/90084/9781856755566,Option 1,Option 2,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recLbje4VqybSpi0f?home=pag8nmiUVfXJRZFLW,
recOYEYzKVkQl7VQV,001.001.003*Alveary Biology Lab Book->Biology Labs,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recWGzD58m6EMYioZ,R1,R2,R3,R4,Alveary Biology Lab Book (Full Term - Experiments 1-8),Alveary Biology Lab Book (Full Term - Experiments 9-15),Alveary Biology Lab Book (Full Term - Experiments 16-17),,,,,,001.001.003,016.010.002.002.001.003,"G10, G11, G12,","Alveary Biology Lab Book by Alveary ✓SAVE ✓PRINT
Alternate Formats: Ebook

➜ RATIONALE: This document contains all of the instructions, procedures, and guidance needed to complete the laboratory component of High School Biology.

NOTE: Relevant supplies from the Grade 10 list are further detailed in the Table of Contents for the Lab Book. It is recommended that supplies are obtained either for the year or by term. ","Term 1
Term 2
Term 3",https://marketplace.mimeo.com/alveary-member-2526/product/73b1a7db324345bfa3782e01002f589d,https://drive.google.com/file/d/1eZC5vHSitLrr1lsFU3F3hV3T0niOlt2B/view?usp=sharing,Option 1,Free,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recriEv9fxpw4ErWx?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recqs5CJX6rm4MnPJ?home=pag8nmiUVfXJRZFLW,
recavlpZAo6OgUPNt,001.001.000*Home Study Companion: Physics->Physics Lessons,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recR6rSvSqo1XENOw,R1,R2,R3,R4,Home Study Companion: Physics (Full Term),Home Study Companion: Physics (Full Term),Home Study Companion: Physics (Full Term),,,,,,001.001.000,016.011.002.001.001.000,"G11, G12,","Home Study Companion: Physics by Math Without Borders
ISBN/ASIN HSC-Physics 
Alternate Formats: Video

➜ RATIONALE: This living lecture series teaches the basic concepts of physics by guiding students to mathematically analyze moving objects in the world around them.","Term 1
Term 2
Term 3",https://mathwithoutborders.com/physics/,,Option 1,,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/rec0c36323xsRdzp2?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recj36OQrkZkYtxM6?home=pag8nmiUVfXJRZFLW,
rec0oSNZEdI437hnB,001.001.000*Schaum's Outlines: College Physics->Physics Lessons,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recDMDo9ie5QCal7N,R1,R2,R3,R4,Schaum's Outlines: College Physics (Full Term),Schaum's Outlines: College Physics (Full Term),Schaum's Outlines: College Physics (Full Term),,,,,,001.001.000,016.011.002.001.001.000,"G11, G12,","Schaum's Outlines: College Physics by Eugene Hecht, PhD
ISBN/ASIN 978-1259587399 
Alternate Formats: Ebook

➜ RATIONALE: This book is listed as a resource/supplement to the Math with Borders Physics video course.","Term 1
Term 2
Term 3",https://www.amazon.com/Physics-Outlines/dp/1259587398,,Option 1,,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/rec0c36323xsRdzp2?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recj36OQrkZkYtxM6?home=pag8nmiUVfXJRZFLW,
recTZBqsTnSBUMQkC,001.001.000*Growing a Revolution: Bringing Our Soil Back to Life->Botany Lessons,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recdKS6U6klWpOpdD,R1,R2,R3,R4,Growing a Revolution: Bringing Our Soil Back to Life (Full Term),Growing a Revolution: Bringing Our Soil Back to Life (Full Term),Growing a Revolution: Bringing Our Soil Back to Life (Full Term),,"Botany Lessons
Microbiology Lessons","Botany Lessons
Microbiology Lessons","Botany Lessons
Microbiology Lessons","Botany Lessons
Microbiology Lessons",001.001.000,017.009.001.001.001.000,"G9, G10, G11, G12,","Growing a Revolution: Bringing Our Soil Back to Life by David Montgomery
ISBN/ASIN 978-0393356090 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: Discussion of modern agriculture, the nature of soil, and how to sustainably steward the earth.  

NOTE: For the Botany Elective in HS, this title is optional and allows the teacher to increase the literature component when appropriate.

For the Microbiology Elective in HS, choose this book OR Microbe Hunters.
Available on Kindle with enhanced typesetting and Audible.","Term 1
Term 2
Term 3",https://smile.amazon.com/Growing-Revolution-Bringing-Soil-Back/dp/0393356094/,https://bookshop.org/a/90084/9780393356090,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recoKiPUhxQ1XJB5K?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recykTvcJ3yoG8O1t?home=pag8nmiUVfXJRZFLW,
recB2gZoFBajb0fhI,001.002.000*The Sibley Guide to Trees->Botany Lessons,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec4OfZDsNgYBKX53,,R2,,,The Sibley Guide to Trees,The Sibley Guide to Trees,The Sibley Guide to Trees,,,,,,001.002.000,017.009.001.001.001.000,"G9, G10, G11, G12,","The Sibley Guide to Trees by David Allen Sibley
ISBN/ASIN 978-0375415197 

➜ RATIONALE: Botany students use this guide to study tree families from across North America and to consider various aspects of tree anatomy.  

NOTE: For local tree identification, students will still want one or more of the local/regional field guides.","Term 1
Term 2
Term 3",https://a.co/d/djZLbZY,https://bookshop.org/a/90084/9780375415197,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recoKiPUhxQ1XJB5K?home=pag5Pf79xsyOIdvDI,,
recm8eu4f76bihIsb,001.001.001*What a Plant Knows->Botany Lessons,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recFyIAPGV6vStyy8,R1,R2,R3,R4,What a Plant Knows (Full Term),,,,,,,,001.001.001,017.009.001.001.001.001,"G9, G10, G11, G12,","What a Plant Knows by Daniel Chamovitz
ISBN/ASIN 978-0374537128 
Alternate Formats: Ebook

➜ RATIONALE: A plant knows more than you think!  This piece of botany literature provides a fascinating look at plants.

NOTE: Available on Kindle with enhanced typesetting.",Term 1,https://smile.amazon.com/What-Plant-Knows-Updated-Expanded/dp/0374537127/,https://bookshop.org/a/90084/9780374537128,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recoKiPUhxQ1XJB5K?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recykTvcJ3yoG8O1t?home=pag8nmiUVfXJRZFLW,
reczMYZaT4raSlzoe,001.001.002*Elementary Studies in Plant Life->Botany Lessons,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recasgdcfznRNlpC4,R1,R2,R3,R4,Elementary Studies in Plant Life (Selections),Elementary Studies in Plant Life (Selections),Elementary Studies in Plant Life (Selections),,,,,,001.001.002,017.009.001.001.001.002,"G9, G10, G11, G12,","Elementary Studies in Plant Life by F.E. Fritsch & E. J. Salisbury
Alternate Formats: Ebook

➜ RATIONALE: This is a hands-on look at many aspects of how plants work in a classic, digital text.

NOTE: Annotations and updates to text included with lesson plans.","Term 1 (Selections)
Term 2 (Selections)
Term 3 (Selections)",https://babel.hathitrust.org/cgi/pt?id=wu.89047122668&view=1up&seq=10,,Free,,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recoKiPUhxQ1XJB5K?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recykTvcJ3yoG8O1t?home=pag8nmiUVfXJRZFLW,
recPCnIoO15tomZkv,001.001.003*Botany in a Day->Botany Lessons,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recSc3kZ3GKY7zcnw,R1,R2,R3,R4,Botany in a Day (Full Term - Various Plant Families),Botany in a Day (Full Term - Various Plant Families),Botany in a Day (Full Term - Various Plant Families),,,,,,001.001.003,017.009.001.001.001.003,"G9, G10, G11, G12,","Botany in a Day by Thomas Elpel
ISBN/ASIN 978-1892784353 

➜ RATIONALE: A patterned approach to learning the plant families.","Term 1
Term 2
Term 3",https://smile.amazon.com/Botany-Day-Patterns-Method-Identification/dp/1892784351/,https://bookshop.org/a/90084/9781892784353,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recoKiPUhxQ1XJB5K?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recykTvcJ3yoG8O1t?home=pag8nmiUVfXJRZFLW,
recWXjf82tWQHKgVl,001.001.004*Shanleya's Quest Card Game->Botany Lessons,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recvdarYW28WDpFh0,R1,R2,R3,R4,Shanleya's Quest Card Game (Full Term),Shanleya's Quest Card Game (Full Term),,,"Natural History: Grade 5
Botany Lessons","Natural History: Grade 5
Botany Lessons","Natural History: Grade 5
Botany Lessons","Natural History: Grade 5
Botany Lessons",001.001.004,017.009.001.001.001.004,"G9, G10, G11, G12,","✓OPTIONAL 
Shanleya's Quest Card Game by Thomas Elpel
ISBN/ASIN 1-892784-23-8 

➜ RATIONALE: Botany in a Day author, Thomas Elpel, produced this deck of cards to help students begin to notice the patterns that are used to characterize common plant families. 

NOTE: For Grade 5, this resource is not required but is highly recommended for optional activities included in the lesson plans.
For the Botany Elective in HS, this resource is REQUIRED.","Term 1
Term 2",http://www.hopspress.com/Books/Shanleyas_Quest.htm#CardGame,,Option 1,,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recoKiPUhxQ1XJB5K?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recykTvcJ3yoG8O1t?home=pag8nmiUVfXJRZFLW,
recrjh6bOXsO1Zdss,001.001.004*The Milkweed Lands: An Epic Story of One Plant: Its Nature and Ecology->Botany Lessons,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recNcNLr0Bo3YZY7K,R1,R2,R3,R4,The Milkweed Lands: An Epic Story of One Plant: Its Nature and Ecology (Full Term),,,,,,,,001.001.004,017.009.001.001.001.004,"G9, G10, G11, G12,","The Milkweed Lands: An Epic Story of One Plant: Its Nature and Ecology by Eric Lee-Mader
ISBN/ASIN 978-1635864366 
Alternate Formats: Ebook

➜ RATIONALE: Delve into the fascinating role of this often-overlooked plant in a wide variety of ecosystems.  A collaboration between a noted ecologist and an award-winning botanical illustrator, this text will inspire readers in their own special studies.",Term 1,https://a.co/d/i51bw8u,https://bookshop.org/a/90084/9781635864366,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recoKiPUhxQ1XJB5K?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recykTvcJ3yoG8O1t?home=pag8nmiUVfXJRZFLW,
rec39Ui4S6KUZDgCu,002.001.000*Tree Finder - Eastern US->Botany Lessons,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec89CWlfczaVS02r,R1,R2,R3,R4,,Tree Finder - Eastern US (Full Term),,,,,,,002.001.000,017.009.001.001.002.000,"G9, G10, G11, G12,","✓OPTIONAL 
Tree Finder - Eastern US by May Watts
ISBN/ASIN 978-0912550015 

➜ RATIONALE: Regional guide

NOTE: Choose a Tree Finder or comparable guide for your area.",Term 2,https://smile.amazon.com/Tree-Finder-Manual-Identification-Eastern/dp/0912550015/,https://bookshop.org/a/90084/9780912550015,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recoKiPUhxQ1XJB5K?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recykTvcJ3yoG8O1t?home=pag8nmiUVfXJRZFLW,
recc30N1UIG9IHyfE,002.001.000*Winter Tree Finder (Eastern US)->Botany Lessons,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recZ5uK4o6WQPJeg3,R1,R2,R3,R4,,Winter Tree Finder (Eastern US) (Full Term),,,,,,,002.001.000,017.009.001.001.002.000,"G9, G10, G11, G12,","✓OPTIONAL 
Winter Tree Finder (Eastern US) by May Watts & Tom Watts
ISBN/ASIN 978-0912550039 

➜ RATIONALE: Regional guide

NOTE: Choose a Tree Finder or comparable guide for your area.",Term 2,https://smile.amazon.com/Winter-Tree-Finder-Identifying-Deciduous/dp/0912550031/,,Option 1,,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recoKiPUhxQ1XJB5K?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recykTvcJ3yoG8O1t?home=pag8nmiUVfXJRZFLW,
recMGLvMUjdPdOStO,002.001.000*Rocky Mountain Tree Finder->Botany Lessons,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recpHFZlsKMT9pyfE,R1,R2,R3,R4,,Rocky Mountain Tree Finder (Full Term),,,,,,,002.001.000,017.009.001.001.002.000,"G9, G10, G11, G12,","✓OPTIONAL 
Rocky Mountain Tree Finder by Tom & Bridgett Watts
ISBN/ASIN 978-0912550299 

➜ RATIONALE: Regional guide

NOTE: Choose a Tree Finder or comparable guide for your area.",Term 2,https://smile.amazon.com/Rocky-Mountain-Tree-Finder-Watts/dp/0912550295/,https://bookshop.org/a/90084/9780912550299,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recoKiPUhxQ1XJB5K?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recykTvcJ3yoG8O1t?home=pag8nmiUVfXJRZFLW,
recMIWC8LV4E9nyVh,002.001.000*Pacific Coast Tree Finder->Botany Lessons,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=reco9BJheMmQfmXnx,R1,R2,R3,R4,,Pacific Coast Tree Finder (Full Term),,,,,,,002.001.000,017.009.001.001.002.000,"G9, G10, G11, G12,","✓OPTIONAL 
Pacific Coast Tree Finder by Tom Watts
ISBN/ASIN 978-0912550275 

➜ RATIONALE: Regional guide

NOTE: Choose a Tree Finder or comparable guide for your area.",Term 2,https://smile.amazon.com/Pacific-Coast-Tree-Finder-Identifying/dp/0912550279/,https://bookshop.org/a/90084/9780912550275,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recoKiPUhxQ1XJB5K?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recykTvcJ3yoG8O1t?home=pag8nmiUVfXJRZFLW,
